"OCC_CODE","TITLE","OCC_GROUP","TOTAL_EMPLOYEES","SALARY","YEAR","OCC_CODE_SHORT"
"49_2011","Computer, Automated Teller, And Office Machine Repairers","",122400,39420,2008,"49"
"39_4011","Embalmers","",8090,39320,2008,"39"
"47_2053","Terrazzo Workers And Finishers","",5550,39300,2008,"47"
"33_3011","Bailiffs","",19290,39090,2008,"33"
"53_7031","Dredge Operators","",1910,39040,2008,"53"
"39_5091","Makeup Artists, Theatrical And Performance","",1930,39020,2008,"39"
"47_2051","Cement Masons And Concrete Finishers","",201730,39000,2008,"47"
"47_2121","Glaziers","",51730,38990,2008,"47"
"43_5011","Cargo And Freight Agents","",85950,38830,2008,"43"
"43_9031","Desktop Publishers","",26210,38740,2008,"43"
"51_7032","Patternmakers, Wood","",1930,38720,2008,"51"
"53_3032","Truck Drivers, Heavy And Tractor-trailer","",1672580,38720,2008,"53"
"51_9082","Medical Appliance Technicians","",12930,38640,2008,"51"
"49_2098","Security And Fire Alarm Systems Installers","",62720,38630,2008,"49"
"49_9043","Maintenance Workers, Machinery","",73650,38610,2008,"49"
"27_4013","Radio Operators","",820,38520,2008,"27"
"39_1021","First-line Supervisors/managers Of Personal Service Workers","",129070,38230,2008,"39"
"53_7032","Excavating And Loading Machine And Dragline Operators","",65160,38180,2008,"53"
"51_9197","Tire Builders","",21740,38080,2008,"51"
"27_4012","Broadcast Technicians","",33550,38070,2008,"27"
"51_9012","Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders","",41200,38010,2008,"51"
"49_9061","Camera And Photographic Equipment Repairers","",3820,37990,2008,"49"
"11_1031","Legislators","",64650,37980,2008,"11"
"19_4061","Social Science Research Assistants","",18120,37920,2008,"19"
"49_9064","Watch Repairers","",2770,37600,2008,"49"
"49_3023","Automotive Service Technicians And Mechanics","",649460,37540,2008,"49"
"27_3012","Public Address System And Other Announcers","",8280,37530,2008,"27"
"17_3031","Surveying And Mapping Technicians","",71920,37500,2008,"17"
"51_4041","Machinists","",419070,37490,2008,"51"
"47_2181","Roofers","",120200,37430,2008,"47"
"51_4051","Metal-refining Furnace Operators And Tenders","",19280,37310,2008,"51"
"27_2099","Entertainers And Performers, Sports And Related Workers, All Other","",36190,37252.8,2008,"27"
"49_9099","Installation, Maintenance, And Repair Workers, All Other","",139100,37220,2008,"49"
"51_4192","Lay-out Workers, Metal And Plastic","",8340,37170,2008,"51"
"29_2012","Medical And Clinical Laboratory Technicians","",149670,37150,2008,"29"
"49_2092","Electric Motor, Power Tool, And Related Repairers","",23400,37110,2008,"49"
"43_9011","Computer Operators","",107450,37070,2008,"43"
"43_2099","Communications Equipment Operators, All Other","",3500,37000,2008,"43"
"51_9081","Dental Laboratory Technicians","",42640,36990,2008,"51"
"43_4161","Human Resources Assistants, Except Payroll And Timekeeping","",164340,36810,2008,"43"
"45_1012","Farm Labor Contractors","",1110,36640,2008,"45"
"43_5032","Dispatchers, Except Police, Fire, And Ambulance","",193210,36560,2008,"43"
"47_2141","Painters, Construction And Maintenance","",250310,36510,2008,"47"
"47_2071","Paving, Surfacing, And Tamping Equipment Operators","",61230,36490,2008,"47"
"53_5022","Motorboat Operators","",3380,36480,2008,"53"
"19_4011","Agricultural And Food Science Technicians","",18930,36470,2008,"19"
"51_5111","Prepress Technicians And Workers","",61170,36440,2008,"51"
"33_2022","Forest Fire Inspectors And Prevention Specialists","",1580,36400,2008,"33"
"37_1011","First-line Supervisors/managers Of Housekeeping And Janitorial Workers","",183560,36310,2008,"37"
"47_2151","Pipelayers","",54440,36300,2008,"47"
"41_0000","Sales And Related Occupations","major",14336430,36080,2008,"41"
"49_3051","Motorboat Mechanics","",19640,36080,2008,"49"
"43_9111","Statistical Assistants","",16900,36020,2008,"43"
"49_9063","Musical Instrument Repairers And Tuners","",5310,35950,2008,"49"
"49_9094","Locksmiths And Safe Repairers","",18500,35900,2008,"49"
"53_5011","Sailors And Marine Oilers","",32420,35880,2008,"53"
"53_3021","Bus Drivers, Transit And Intercity","",184160,35700,2008,"53"
"49_9031","Home Appliance Repairers","",37300,35690,2008,"49"
"51_7031","Model Makers, Wood","",1740,35690,2008,"51"
"27_4021","Photographers","",61670,35640,2008,"27"
"49_9042","Maintenance And Repair Workers, General","",1305170,35630,2008,"49"
"53_6099","Transportation Workers, All Other","",43330,35590,2008,"53"
"27_2022","Coaches And Scouts","",175720,35580,2008,"27"
"51_4199","Metal Workers And Plastic Workers, All Other","",43690,35570,2008,"51"
"47_4071","Septic Tank Servicers And Sewer Pipe Cleaners","",24730,35550,2008,"47"
"13_2082","Tax Preparers","",63030,35520,2008,"13"
"43_3051","Payroll And Timekeeping Clerks","",203210,35500,2008,"43"
"51_4023","Rolling Machine Setters, Operators, And Tenders, Metal And Plastic","",34970,35410,2008,"51"
"51_4121","Welders, Cutters, Solderers, And Brazers","",392520,35370,2008,"51"
"49_9011","Mechanical Door Repairers","",17530,35360,2008,"49"
"51_9071","Jewelers And Precious Stone And Metal Workers","",24780,35360,2008,"51"
"43_5031","Police, Fire, And Ambulance Dispatchers","",96360,35340,2008,"43"
"51_5021","Job Printers","",42640,35330,2008,"51"
"19_4093","Forest And Conservation Technicians","",30850,35320,2008,"19"
"43_3061","Procurement Clerks","",79610,35280,2008,"43"
"47_2043","Floor Sanders And Finishers","",8220,35220,2008,"47"
"47_4799","Construction And Related Workers, All Other","",55820,35170,2008,"47"
"43_4031","Court, Municipal, And License Clerks","",115070,35120,2008,"43"
"29_2081","Opticians, Dispensing","",59470,35060,2008,"29"
"47_4051","Highway Maintenance Workers","",136420,35040,2008,"47"
"47_2131","Insulation Workers, Floor, Ceiling, And Wall","",28390,34920,2008,"47"
"43_4199","All Other Information And Record Clerks","",215780,34910,2008,"43"
"51_2031","Engine And Other Machine Assemblers","",39270,34900,2008,"51"
"43_5041","Meter Readers, Utilities","",44730,34890,2008,"43"
"53_4013","Rail Yard Engineers, Dinkey Operators, And Hostlers","",5480,34850,2008,"53"
"43_9041","Insurance Claims And Policy Processing Clerks","",237800,34830,2008,"43"
"53_7199","Material Moving Workers, All Other","",41140,34700,2008,"53"
"21_1015","Rehabilitation Counselors","",112700,34600,2008,"21"
"51_4011","Computer-controlled Machine Tool Operators, Metal And Plastic","",143030,34520,2008,"51"
"51_4035","Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic","",26220,34450,2008,"51"
"45_4023","Log Graders And Scalers","",3610,34330,2008,"45"
"39_9031","Fitness Trainers And Aerobics Instructors","",229030,34310,2008,"39"
"45_4021","Fallers","",7120,34180,2008,"45"
"51_9141","Semiconductor Processors","",32230,34170,2008,"51"
"51_5023","Printing Machine Operators","",193510,34150,2008,"51"
"51_4034","Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",56500,34070,2008,"51"
"47_5081","Helpers--extraction Workers","",25550,34030,2008,"47"
"33_3041","Parking Enforcement Workers","",9530,34020,2008,"33"
"51_9196","Paper Goods Machine Setters, Operators, And Tenders","",104170,34010,2008,"51"
"51_5012","Bookbinders","",6150,33970,2008,"51"
"43_4131","Loan Interviewers And Clerks","",212340,33890,2008,"43"
"51_9061","Inspectors, Testers, Sorters, Samplers, And Weighers","",467010,33890,2008,"51"
"51_4194","Tool Grinders, Filers, And Sharpeners","",16410,33880,2008,"51"
"51_2041","Structural Metal Fabricators And Fitters","",111620,33860,2008,"51"
"49_2097","Electronic Home Entertainment Equipment Installers And Repairers","",38680,33830,2008,"49"
"43_2021","Telephone Operators","",22820,33800,2008,"43"
"43_3031","Bookkeeping, Accounting, And Auditing Clerks","",1855010,33800,2008,"43"
"51_4122","Welding, Soldering, And Brazing Machine Setters, Operators, And Tenders","",51840,33700,2008,"51"
"39_7012","Travel Guides","",4510,33660,2008,"39"
"51_4052","Pourers And Casters, Metal","",15320,33510,2008,"51"
"49_3052","Motorcycle Mechanics","",16850,33490,2008,"49"
"49_3092","Recreational Vehicle Service Technicians","",13400,33380,2008,"49"
"49_3022","Automotive Glass Installers And Repairers","",18330,33180,2008,"49"
"31_9091","Dental Assistants","",293090,33170,2008,"31"
"51_4191","Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic","",23630,33140,2008,"51"
"45_2021","Animal Breeders","",2080,33070,2008,"45"
"29_2071","Medical Records And Health Information Technicians","",168650,32960,2008,"29"
"31_9094","Medical Transcriptionists","",86200,32960,2008,"31"
"51_9051","Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders","",22950,32950,2008,"51"
"45_4029","Logging Workers, All Other","",5180,32900,2008,"45"
"49_3041","Farm Equipment Mechanics","",30240,32850,2008,"49"
"51_2099","Assemblers And Fabricators, All Other","",318060,32840,2008,"51"
"53_7081","Refuse And Recyclable Material Collectors","",129080,32790,2008,"53"
"45_4022","Logging Equipment Operators","",27010,32780,2008,"45"
"51_4081","Multiple Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",87800,32780,2008,"51"
"43_9022","Word Processors And Typists","",128010,32710,2008,"43"
"47_5071","Roustabouts, Oil And Gas","",62540,32660,2008,"47"
"51_9023","Mixing And Blending Machine Setters, Operators, And Tenders","",140120,32650,2008,"51"
"33_9099","Protective Service Workers, All Other","",85440,32580,2008,"33"
"27_1012","Craft Artists","",5440,32570,2008,"27"
"51_4032","Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",33550,32520,2008,"51"
"41_3041","Travel Agents","",86420,32470,2008,"41"
"51_4022","Forging Machine Setters, Operators, And Tenders, Metal And Plastic","",28800,32370,2008,"51"
"21_2099","Religious Workers, All Other","",5640,32360,2008,"21"
"51_0000","Production Occupations","major",9919120,32320,2008,"51"
"47_2061","Construction Laborers","",1020290,32250,2008,"47"
"43_9081","Proofreaders And Copy Markers","",15300,32240,2008,"43"
"43_0000","Office And Administrative Support Occupations","major",23231750,32220,2008,"43"
"29_2053","Psychiatric Technicians","",54800,32190,2008,"29"
"43_3011","Bill And Account Collectors","",408760,32180,2008,"43"
"39_3092","Costume Attendants","",5120,32150,2008,"39"
"43_3021","Billing And Posting Clerks And Machine Operators","",512120,32120,2008,"43"
"43_4181","Reservation And Transportation Ticket Agents And Travel Clerks","",163880,32060,2008,"43"
"39_5094","Skin Care Specialists","",26300,32040,2008,"39"
"33_9011","Animal Control Workers","",15480,31990,2008,"33"
"29_2041","Emergency Medical Technicians And Paramedics","",207610,31980,2008,"29"
"43_4041","Credit Authorizers, Checkers, And Clerks","",65020,31980,2008,"43"
"51_6091","Extruding And Forming Machine Setters, Operators, And Tenders, Synthetic And Glass Fibers","",14440,31800,2008,"51"
"43_4051","Customer Service Representatives","",2233270,31790,2008,"43"
"25_1191","Graduate Teaching Assistants","",124380,31710,2008,"25"
"33_9031","Gaming Surveillance Officers And Gaming Investigators","",9100,31550,2008,"33"
"43_9199","Office And Administrative Support Workers, All Other","",272190,31510,2008,"43"
"37_3013","Tree Trimmers And Pruners","",35420,31450,2008,"37"
"53_0000","Transportation And Material Moving Occupations","major",9508750,31450,2008,"53"
"51_9021","Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders","",41270,31360,2008,"51"
"27_2031","Dancers","",11370,31324.8,2008,"27"
"43_4021","Correspondence Clerks","",13450,31280,2008,"43"
"51_4033","Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",91990,31230,2008,"51"
"37_3012","Pesticide Handlers, Sprayers, And Applicators, Vegetation","",25060,31210,2008,"37"
"39_2011","Animal Trainers","",10030,31190,2008,"39"
"37_2021","Pest Control Workers","",63180,31040,2008,"37"
"51_4021","Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic","",92160,31030,2008,"51"
"35_2013","Cooks, Private Household","",960,31020,2008,"35"
"43_4141","New Accounts Clerks","",87300,30990,2008,"43"
"49_9091","Coin, Vending, And Amusement Machine Servicers And Repairers","",41280,30970,2008,"49"
"41_2022","Parts Salespersons","",226530,30850,2008,"41"
"35_1012","First-line Supervisors/managers Of Food Preparation And Serving Workers","",805360,30810,2008,"35"
"43_6013","Medical Secretaries","",454500,30800,2008,"43"
"53_7051","Industrial Truck And Tractor Operators","",620450,30750,2008,"53"
"51_2093","Timing Device Assemblers, Adjusters, And Calibrators","",2700,30710,2008,"51"
"31_9099","Healthcare Support Workers, All Other","",189890,30650,2008,"31"
"51_7011","Cabinetmakers And Bench Carpenters","",120960,30620,2008,"51"
"51_6093","Upholsterers","",39090,30560,2008,"51"
"51_2023","Electromechanical Equipment Assemblers","",62310,30520,2008,"51"
"51_9041","Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders","",85130,30430,2008,"51"
"51_4071","Foundry Mold And Coremakers","",15240,30390,2008,"51"
"51_9399","Production Workers, All Other","",280160,30310,2008,"51"
"53_3033","Truck Drivers, Light Or Delivery Services","",908960,30260,2008,"53"
"41_9012","Models","",1660,30160,2008,"41"
"47_5051","Rock Splitters, Quarry","",4210,30160,2008,"47"
"25_4031","Library Technicians","",113510,30130,2008,"25"
"47_4031","Fence Erectors","",25710,30130,2008,"47"
"51_4193","Plating And Coating Machine Setters, Operators, And Tenders, Metal And Plastic","",40300,30090,2008,"51"
"53_7011","Conveyor Operators And Tenders","",41920,30090,2008,"53"
"51_9032","Cutting And Slicing Machine Setters, Operators, And Tenders","",76500,30020,2008,"51"
"43_6014","Secretaries, Except Legal, Medical, And Executive","",1872070,29990,2008,"43"
"49_3053","Outdoor Power Equipment And Other Small Engine Mechanics","",26440,29970,2008,"49"
"29_2056","Veterinary Technologists And Technicians","",78920,29850,2008,"29"
"49_2096","Electronic Equipment Installers And Repairers, Motor Vehicles","",19980,29770,2008,"49"
"51_3021","Butchers And Meat Cutters","",128210,29700,2008,"51"
"51_9121","Coating, Painting, And Spraying Machine Setters, Operators, And Tenders","",103310,29680,2008,"51"
"53_3099","Motor Vehicle Operators, All Other","",78610,29650,2008,"53"
"47_3011","Helpers--brickmasons, Blockmasons, Stonemasons, And Tile And Marble Setters","",53300,29610,2008,"47"
"31_2012","Occupational Therapist Aides","",7410,29580,2008,"31"
"49_9095","Manufactured Building And Mobile Home Installers","",8290,29460,2008,"49"
"51_4031","Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic","",242970,29420,2008,"51"
"51_2022","Electrical And Electronic Equipment Assemblers","",215230,29410,2008,"51"
"51_9131","Photographic Process Workers","",21040,29410,2008,"51"
"51_9194","Etchers And Engravers","",10760,29400,2008,"51"
"43_4151","Order Clerks","",248030,29300,2008,"43"
"31_9093","Medical Equipment Preparers","",44340,29290,2008,"31"
"51_4072","Molding, Coremaking, And Casting Machine Setters, Operators, And Tenders, Metal And Plastic","",145760,29270,2008,"51"
"43_5071","Shipping, Receiving, And Traffic Clerks","",760950,29180,2008,"43"
"21_1093","Social And Human Service Assistants","",332880,29170,2008,"21"
"51_9083","Ophthalmic Laboratory Technicians","",32930,29130,2008,"51"
"51_5011","Bindery Workers","",60560,29100,2008,"51"
"51_9195","Molders, Shapers, And Casters, Except Metal And Plastic","",41900,29090,2008,"51"
"31_9092","Medical Assistants","",475950,29060,2008,"31"
"43_4111","Interviewers, Except Eligibility And Loan","",224690,29040,2008,"43"
"51_9191","Cementing And Gluing Machine Operators And Tenders","",19640,29030,2008,"51"
"51_2021","Coil Winders, Tapers, And Finishers","",22160,28720,2008,"51"
"51_2091","Fiberglass Laminators And Fabricators","",30890,28680,2008,"51"
"37_2019","Building Cleaning Workers, All Other","",13580,28660,2008,"37"
"51_3091","Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders","",17870,28610,2008,"51"
"27_1026","Merchandise Displayers And Window Trimmers","",63320,28560,2008,"27"
"29_2052","Pharmacy Technicians","",324110,28500,2008,"29"
"43_5111","Weighers, Measurers, Checkers, And Samplers, Recordkeeping","",72720,28500,2008,"43"
"39_1012","Slot Key Persons","",15390,28460,2008,"39"
"45_3011","Fishers And Related Fishing Workers","",1110,28460,2008,"45"
"47_4091","Segmental Pavers","",1170,28450,2008,"47"
"51_7021","Furniture Finishers","",21630,28410,2008,"51"
"27_2023","Umpires, Referees, And Other Sports Officials","",12970,28330,2008,"27"
"39_6012","Concierges","",20380,28120,2008,"39"
"49_9093","Fabric Menders, Except Garment","",960,27920,2008,"49"
"51_2092","Team Assemblers","",1131060,27630,2008,"51"
"41_9091","Door-to-door Sales Workers, News And Street Vendors, And Related Workers","",9520,27600,2008,"41"
"29_2051","Dietetic Technicians","",24620,27580,2008,"29"
"47_3013","Helpers--electricians","",104050,27450,2008,"47"
"51_6099","Textile, Apparel, And Furnishings Workers, All Other","",17430,27450,2008,"51"
"43_9071","Office Machine Operators, Except Computer","",79470,27310,2008,"43"
"45_2099","Agricultural Workers, All Other","",7680,27310,2008,"45"
"31_1013","Psychiatric Aides","",59050,27260,2008,"31"
"47_3015","Helpers--pipelayers, Plumbers, Pipefitters, And Steamfitters","",79870,27260,2008,"47"
"51_9193","Cooling And Freezing Equipment Operators And Tenders","",9940,27260,2008,"51"
"37_3019","Grounds Maintenance Workers, All Other","",15790,27180,2008,"37"
"41_9011","Demonstrators And Product Promoters","",83540,27150,2008,"41"
"47_3019","Helpers, Construction Trades, All Other","",27210,27130,2008,"47"
"43_9021","Data Entry Keyers","",272810,27110,2008,"43"
"51_9022","Grinding And Polishing Workers, Hand","",40290,27100,2008,"51"
"51_7041","Sawing Machine Setters, Operators, And Tenders, Wood","",51830,27070,2008,"51"
"53_3022","Bus Drivers, School","",460100,27060,2008,"53"
"51_6052","Tailors, Dressmakers, And Custom Sewers","",31700,26920,2008,"51"
"53_7063","Machine Feeders And Offbearers","",144820,26880,2008,"53"
"43_9061","Office Clerks, General","",2906600,26830,2008,"43"
"39_5012","Hairdressers, Hairstylists, And Cosmetologists","",355990,26660,2008,"39"
"25_2011","Preschool Teachers, Except Special Education","",392170,26610,2008,"25"
"39_5011","Barbers","",10330,26610,2008,"39"
"51_7099","Woodworkers, All Other","",11260,26570,2008,"51"
"51_9111","Packaging And Filling Machine Operators And Tenders","",357480,26550,2008,"51"
"43_9051","Mail Clerks And Mail Machine Operators, Except Postal Service","",137350,26420,2008,"43"
"47_3012","Helpers--carpenters","",81260,26390,2008,"47"
"31_0000","Healthcare Support Occupations","major",3779280,26340,2008,"31"
"51_3092","Food Batchmakers","",99170,26290,2008,"51"
"51_9192","Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders","",18870,26140,2008,"51"
"45_4011","Forest And Conservation Workers","",8280,26110,2008,"45"
"51_9123","Painting, Coating, And Decorating Workers","",31200,26090,2008,"51"
"53_3031","Driver/sales Workers","",372720,26050,2008,"53"
"43_3041","Gaming Cage Workers","",17060,25970,2008,"43"
"51_7042","Woodworking Machine Setters, Operators, And Tenders, Except Sawing","",88510,25880,2008,"51"
"33_9032","Security Guards","",1046760,25840,2008,"33"
"49_9098","Helpers--installation, Maintenance, And Repair Workers","",149350,25670,2008,"49"
"51_6063","Textile Knitting And Weaving Machine Setters, Operators, And Tenders","",30250,25650,2008,"51"
"51_9031","Cutters And Trimmers, Hand","",24700,25540,2008,"51"
"51_6042","Shoe Machine Operators And Tenders","",4910,25420,2008,"51"
"43_4171","Receptionists And Information Clerks","",1097610,25400,2008,"43"
"39_9041","Residential Advisors","",52240,25320,2008,"39"
"39_3019","Gaming Service Workers, All Other","",13910,25290,2008,"39"
"43_4071","File Clerks","",204760,25290,2008,"43"
"43_2011","Switchboard Operators, Including Answering Service","",153860,25250,2008,"43"
"39_6021","Tour Guides And Escorts","",31760,25150,2008,"39"
"43_5021","Couriers And Messengers","",96110,25100,2008,"43"
"41_2031","Retail Salespersons","",4426280,25050,2008,"41"
"51_3011","Bakers","",141130,25020,2008,"51"
"37_3011","Landscaping And Groundskeeping Workers","",921900,24860,2008,"37"
"31_2022","Physical Therapist Aides","",44410,24770,2008,"31"
"35_2019","Cooks, All Other","",17340,24770,2008,"35"
"41_9041","Telemarketers","",345220,24770,2008,"41"
"53_7062","Laborers And Freight, Stock, And Material Movers, Hand","",2335510,24690,2008,"53"
"47_3016","Helpers--roofers","",18730,24660,2008,"47"
"31_1012","Nursing Aides, Orderlies, And Attendants","",1422720,24620,2008,"31"
"51_6064","Textile Winding, Twisting, And Drawing Out Machine Setters, Operators, And Tenders","",36540,24600,2008,"51"
"39_9032","Recreation Workers","",282680,24570,2008,"39"
"27_1023","Floral Designers","",57500,24510,2008,"27"
"45_2091","Agricultural Equipment Operators","",22110,24490,2008,"45"
"51_6061","Textile Bleaching And Dyeing Machine Operators And Tenders","",16180,24480,2008,"51"
"41_2021","Counter And Rental Clerks","",448480,24430,2008,"41"
"37_0000","Building And Grounds Cleaning And Maintenance Occupations","major",4429870,24370,2008,"37"
"47_3014","Helpers--painters, Paperhangers, Plasterers, And Stucco Masons","",19900,24330,2008,"47"
"33_9091","Crossing Guards","",68530,24290,2008,"33"
"43_4121","Library Assistants, Clerical","",114740,24290,2008,"43"
"43_3071","Tellers","",600380,24250,2008,"43"
"49_3091","Bicycle Repairers","",9690,24140,2008,"49"
"51_6041","Shoe And Leather Workers And Repairers","",8170,24130,2008,"51"
"39_0000","Personal Care And Service Occupations","major",3437520,24120,2008,"39"
"51_3093","Food Cooking Machine Operators And Tenders","",39300,24110,2008,"51"
"49_3093","Tire Repairers And Changers","",98520,23830,2008,"49"
"51_6062","Textile Cutting Machine Setters, Operators, And Tenders","",20170,23810,2008,"51"
"25_9041","Teacher Assistants","",1266900,23560,2008,"25"
"45_0000","Farming, Fishing, And Forestry Occupations","major",438490,23560,2008,"45"
"53_3041","Taxi Drivers And Chauffeurs","",170520,23540,2008,"53"
"37_2011","Janitors And Cleaners, Except Maids And Housekeeping Cleaners","",2145320,23500,2008,"37"
"53_3011","Ambulance Drivers And Attendants, Except Emergency Medical Technicians","",21790,23400,2008,"53"
"51_9198","Helpers--production Workers","",499870,23320,2008,"51"
"39_4021","Funeral Attendants","",33060,23270,2008,"39"
"51_3023","Slaughterers And Meat Packers","",97000,23270,2008,"51"
"35_2012","Cooks, Institution And Cafeteria","",370920,23260,2008,"35"
"39_6011","Baggage Porters And Bellhops","",49770,23170,2008,"39"
"51_6051","Sewers, Hand","",7050,23170,2008,"51"
"43_5081","Stock Clerks And Order Fillers","",1873390,23140,2008,"43"
"45_2093","Farmworkers, Farm And Ranch Animals","",38110,22920,2008,"45"
"41_2012","Gaming Change Persons And Booth Cashiers","",22280,22890,2008,"41"
"39_3012","Gaming And Sports Book Writers And Runners","",16140,22800,2008,"39"
"31_9096","Veterinary Assistants And Laboratory Animal Caretakers","",71950,22790,2008,"31"
"35_2014","Cooks, Restaurant","",899620,22750,2008,"35"
"51_9132","Photographic Processing Machine Operators","",49550,22740,2008,"51"
"39_3021","Motion Picture Projectionists","",10200,22700,2008,"39"
"39_9099","Personal Care And Service Workers, All Other","",75780,22630,2008,"39"
"51_3022","Meat, Poultry, And Fish Cutters And Trimmers","",166150,22400,2008,"51"
"39_6032","Transportation Attendants, Except Flight Attendants And Baggage Porters","",21870,22370,2008,"39"
"39_5092","Manicurists And Pedicurists","",51590,22040,2008,"39"
"53_7061","Cleaners Of Vehicles And Equipment","",330850,21700,2008,"53"
"51_6031","Sewing Machine Operators","",190440,21690,2008,"51"
"39_2021","Nonfarm Animal Caretakers","",126740,21550,2008,"39"
"31_9095","Pharmacy Aides","",53190,21500,2008,"31"
"39_3093","Locker Room, Coatroom, And Dressing Room Attendants","",18170,21490,2008,"39"
"35_9099","Food Preparation And Serving Related Workers, All Other","",50420,21460,2008,"35"
"31_1011","Home Health Aides","",892410,21440,2008,"31"
"35_3041","Food Servers, Nonrestaurant","",188390,21190,2008,"35"
"53_7064","Packers And Packagers, Hand","",777630,21100,2008,"53"
"39_3099","Entertainment Attendants And Related Workers, All Other","",43930,20920,2008,"39"
"43_4081","Hotel, Motel, And Resort Desk Clerks","",230230,20630,2008,"43"
"45_2041","Graders And Sorters, Agricultural Products","",37500,20490,2008,"45"
"35_3011","Bartenders","",503420,20460,2008,"35"
"39_9011","Child Care Workers","",581670,20350,2008,"39"
"53_6031","Service Station Attendants","",84480,20340,2008,"53"
"37_2012","Maids And Housekeeping Cleaners","",917120,20290,2008,"37"
"35_2015","Cooks, Short Order","",168770,20230,2008,"35"
"51_6011","Laundry And Dry-cleaning Workers","",221230,20230,2008,"51"
"35_0000","Food Preparation And Serving Related Occupations","major",11438550,20220,2008,"35"
"53_6021","Parking Lot Attendants","",136470,20120,2008,"53"
"33_9092","Lifeguards, Ski Patrol, And Other Recreational Protective Service Workers","",111560,19930,2008,"33"
"39_3011","Gaming Dealers","",91130,19890,2008,"39"
"51_6021","Pressers, Textile, Garment, And Related Materials","",67500,19860,2008,"51"
"35_2021","Food Preparation Workers","",880480,19850,2008,"35"
"39_9021","Personal And Home Care Aides","",614190,19690,2008,"39"
"35_3031","Waiters And Waitresses","",2371750,19580,2008,"35"
"45_2092","Farmworkers And Laborers, Crop, Nursery, And Greenhouse","",242390,19280,2008,"45"
"39_3031","Ushers, Lobby Attendants, And Ticket Takers","",106570,19100,2008,"39"
"39_3091","Amusement And Recreation Attendants","",258820,18930,2008,"39"
"41_2011","Cashiers","",3545610,18880,2008,"41"
"35_9031","Hosts And Hostesses, Restaurant, Lounge, And Coffee Shop","",349990,18570,2008,"35"
"35_3022","Counter Attendants, Cafeteria, Food Concession, And Coffee Shop","",527530,18520,2008,"35"
"39_5093","Shampooers","",15570,18300,2008,"39"
"35_9011","Dining Room And Cafeteria Attendants And Bartender Helpers","",416410,18140,2008,"35"
"35_9021","Dishwashers","",521150,17750,2008,"35"
"35_2011","Cooks, Fast Food","",559160,17620,2008,"35"
"35_3021","Combined Food Preparation And Serving Workers, Including Fast Food","",2708840,17400,2008,"35"
"29_1067","Surgeons","",44560,219770,2009,"29"
"29_1061","Anesthesiologists","",37450,211750,2009,"29"
"29_1022","Oral And Maxillofacial Surgeons","",5390,210710,2009,"29"
"29_1023","Orthodontists","",5410,206190,2009,"29"
"29_1064","Obstetricians And Gynecologists","",20380,204470,2009,"29"
"29_1063","Internists, General","",48270,183990,2009,"29"
"29_1069","Physicians And Surgeons, All Other","",274160,173860,2009,"29"
"29_1062","Family And General Practitioners","",99000,168550,2009,"29"
"11_1011","Chief Executives","",297640,167280,2009,"11"
"29_1066","Psychiatrists","",22210,163660,2009,"29"
"29_1065","Pediatricians, General","",29460,161410,2009,"29"
"29_1021","Dentists, General","",86270,156850,2009,"29"
"29_1029","Dentists, All Other Specialists","",5010,153570,2009,"29"
"29_1081","Podiatrists","",9720,131730,2009,"29"
"23_1011","Lawyers","",556790,129020,2009,"23"
"11_9121","Natural Sciences Managers","",44180,127000,2009,"11"
"29_1024","Prosthodontists","",660,125400,2009,"29"
"11_9041","Engineering Managers","",178110,122810,2009,"11"
"11_3021","Computer And Information Systems Managers","",287210,120640,2009,"11"
"11_2021","Marketing Managers","",169330,120070,2009,"11"
"17_2171","Petroleum Engineers","",25540,119960,2009,"17"
"53_2011","Airline Pilots, Copilots, And Flight Engineers","",74420,117060,2009,"53"
"11_3031","Financial Managers","",495180,113730,2009,"11"
"11_2022","Sales Managers","",328980,111570,2009,"11"
"19_2012","Physicists","",13630,111250,2009,"19"
"11_1021","General And Operations Managers","",1689680,110550,2009,"11"
"25_1112","Law Teachers, Postsecondary","",12690,109150,2009,"25"
"53_2021","Air Traffic Controllers","",24420,106990,2009,"53"
"29_1041","Optometrists","",26480,106960,2009,"29"
"29_1051","Pharmacists","",267860,106630,2009,"29"
"11_3049","Human Resources Managers, All Other","",62990,105510,2009,"11"
"15_1111","Computer And Information Research Scientists","",26130,105370,2009,"15"
"23_1023","Judges, Magistrate Judges, And Magistrates","",26350,103990,2009,"23"
