"OCC_CODE","TITLE","OCC_GROUP","TOTAL_EMPLOYEES","SALARY","YEAR","OCC_CODE_SHORT"
"53_4012","Locomotive Firers","",1580,48550,2012,"53"
"51_2011","Aircraft Structure, Surfaces, Rigging, And Systems Assemblers","",41180,48520,2012,"51"
"51_4111","Tool And Die Makers","",76430,48490,2012,"51"
"49_9081","Wind Turbine Service Technicians","",3200,48320,2012,"49"
"53_7033","Loading Machine Operators, Underground Mining","",2900,48060,2012,"53"
"51_9011","Chemical Equipment Operators And Tenders","",56030,47950,2012,"51"
"33_1099","First-Line Supervisors Of Protective Service Workers, All Other","",61640,47940,2012,"33"
"21_2011","Clergy","",44000,47880,2012,"21"
"33_2011","Firefighters","",297700,47850,2012,"33"
"53_7041","Hoist And Winch Operators","",3050,47710,2012,"53"
"29_1128","Exercise Physiologists","",5820,47610,2012,"29"
"53_7072","Pump Operators, Except Wellhead Pumpers","",11870,47590,2012,"53"
"47_5013","Service Unit Operators, Oil, Gas, And Mining","",57180,47540,2012,"47"
"29_2054","Respiratory Therapy Technicians","",13460,47510,2012,"29"
"49_3043","Rail Car Repairers","",19140,47430,2012,"49"
"53_1021","First-Line Supervisors Of Helpers, Laborers, And Material Movers, Hand","",168910,47180,2012,"53"
"49_3042","Mobile Heavy Equipment Mechanics, Except Engines","",110200,47140,2012,"49"
"27_2099","Entertainers And Performers, Sports And Related Workers, All Other","",16630,47091.2,2012,"27"
"51_4061","Model Makers, Metal And Plastic","",5700,46970,2012,"51"
"49_9062","Medical Equipment Repairers","",35740,46910,2012,"49"
"47_2211","Sheet Metal Workers","",133420,46870,2012,"47"
"29_2092","Hearing Aid Specialists","",4980,46780,2012,"29"
"47_5049","Mining Machine Operators, All Other","",2900,46590,2012,"47"
"35_1011","Chefs And Head Cooks","",97370,46570,2012,"35"
"47_5042","Mine Cutting And Channeling Machine Operators","",6750,46540,2012,"47"
"45_1011","First-Line Supervisors Of Farming, Fishing, And Forestry Workers","",19340,46410,2012,"45"
"53_7121","Tank Car, Truck, And Ship Loaders","",12390,46400,2012,"53"
"23_2093","Title Examiners, Abstractors, And Searchers","",49390,46310,2012,"23"
"47_2073","Operating Engineers And Other Construction Equipment Operators","",335160,46270,2012,"47"
"49_2021","Radio, Cellular, And Tower Equipment Installers And Repairers","",15780,46260,2012,"49"
"47_4061","Rail-Track Laying And Maintenance Equipment Operators","",16870,46200,2012,"47"
"53_7073","Wellhead Pumpers","",14350,46140,2012,"53"
"19_4031","Chemical Technicians","",61300,46130,2012,"19"
"19_4099","Life, Physical, And Social Science Technicians, All Other","",56920,46130,2012,"19"
"21_1019","Counselors, All Other","",27220,46060,2012,"21"
"27_4011","Audio And Video Equipment Technicians","",54310,46040,2012,"27"
"49_9021","Heating, Air Conditioning, And Refrigeration Mechanics And Installers","",240480,45830,2012,"49"
"25_9011","Audio-Visual And Multimedia Collections Specialists","",8690,45820,2012,"25"
"00_0000","All Occupations","total",130287700,45790,2012,"00"
"43_5061","Production, Planning, And Expediting Clerks","",278490,45450,2012,"43"
"21_1021","Child, Family, And School Social Workers","",273920,45300,2012,"21"
"27_3022","Reporters And Correspondents","",45570,45120,2012,"27"
"37_1012","First-Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers","",99010,45100,2012,"37"
"47_0000","Construction And Extraction Occupations","major",4978290,44960,2012,"47"
"27_2032","Choreographers","",7400,44930,2012,"27"
"39_3092","Costume Attendants","",5660,44830,2012,"39"
"51_6092","Fabric And Apparel Patternmakers","",6500,44790,2012,"51"
"47_2132","Insulation Workers, Mechanical","",28220,44680,2012,"47"
"51_8031","Water And Wastewater Treatment Plant And System Operators","",108440,44630,2012,"51"
"49_9096","Riggers","",14690,44590,2012,"49"
"19_4091","Environmental Science And Protection Technicians, Including Health","",30890,44570,2012,"19"
"47_2031","Carpenters","",567820,44520,2012,"47"
"29_2099","Health Technologists And Technicians, All Other","",84510,44400,2012,"29"
"43_4011","Brokerage Clerks","",61870,44390,2012,"43"
"43_6012","Legal Secretaries","",216730,44380,2012,"43"
"29_1125","Recreational Therapists","",19180,44280,2012,"29"
"21_0000","Community And Social Service Occupations","major",1882080,44240,2012,"21"
"27_4012","Broadcast Technicians","",31640,44050,2012,"27"
"29_9091","Athletic Trainers","",20780,44010,2012,"29"
"49_0000","Installation, Maintenance, And Repair Occupations","major",5069590,43870,2012,"49"
"47_5021","Earth Drillers, Except Oil And Gas","",17680,43840,2012,"47"
"39_4011","Embalmers","",5040,43680,2012,"39"
"13_2071","Credit Counselors","",27640,43670,2012,"13"
"21_1798","Community And Social Service Specialists, All Other","",99680,43660,2012,"21"
"49_3031","Bus And Truck Mechanics And Diesel Engine Specialists","",230030,43660,2012,"49"
"51_9122","Painters, Transportation Equipment","",46290,43600,2012,"51"
"33_3012","Correctional Officers And Jailers","",434870,43550,2012,"33"
"29_2055","Surgical Technologists","",97150,43480,2012,"29"
"53_4013","Rail Yard Engineers, Dinkey Operators, And Hostlers","",5170,43450,2012,"53"
"51_4062","Patternmakers, Metal And Plastic","",4130,43400,2012,"51"
"21_1023","Mental Health And Substance Abuse Social Workers","",109920,43340,2012,"21"
"53_6011","Bridge And Lock Tenders","",3460,43300,2012,"53"
"21_1014","Mental Health Counselors","",115080,43290,2012,"21"
"27_4013","Radio Operators","",1280,43240,2012,"27"
"49_2098","Security And Fire Alarm Systems Installers","",53960,43210,2012,"49"
"53_7031","Dredge Operators","",1740,43120,2012,"53"
"33_0000","Protective Service Occupations","major",3207790,43050,2012,"33"
"25_4013","Museum Technicians And Conservators","",10430,42920,2012,"25"
"17_3031","Surveying And Mapping Technicians","",47000,42680,2012,"17"
"21_2021","Directors, Religious Activities And Education","",18310,42640,2012,"21"
"19_4021","Biological Technicians","",72740,42600,2012,"19"
"53_6041","Traffic Technicians","",6340,42480,2012,"53"
"45_2011","Agricultural Inspectors","",13570,42460,2012,"45"
"47_2053","Terrazzo Workers And Finishers","",3350,42440,2012,"47"
"29_2061","Licensed Practical And Licensed Vocational Nurses","",718800,42400,2012,"29"
"47_2081","Drywall And Ceiling Tile Installers","",75810,42380,2012,"47"
"53_2031","Flight Attendants","",84960,42340,2012,"53"
"51_4192","Layout Workers, Metal And Plastic","",12380,42330,2012,"51"
"43_5011","Cargo And Freight Agents","",78750,42310,2012,"43"
"49_9043","Maintenance Workers, Machinery","",88450,42190,2012,"49"
"47_2121","Glaziers","",42350,42090,2012,"47"
"49_9045","Refractory Materials Repairers, Except Brickmasons","",1970,41870,2012,"49"
"27_3011","Radio And Television Announcers","",31340,41860,2012,"27"
"33_2022","Forest Fire Inspectors And Prevention Specialists","",1800,41860,2012,"33"
"47_2161","Plasterers And Stucco Masons","",21040,41860,2012,"47"
"53_7032","Excavating And Loading Machine And Dragline Operators","",45020,41850,2012,"53"
"49_3021","Automotive Body And Related Repairers","",135610,41840,2012,"49"
"47_2044","Tile And Marble Setters","",27050,41820,2012,"47"
"49_9061","Camera And Photographic Equipment Repairers","",2590,41750,2012,"49"
"13_2082","Tax Preparers","",61140,41700,2012,"13"
"47_4041","Hazardous Materials Removal Workers","",37440,41660,2012,"47"
"43_2099","Communications Equipment Operators, All Other","",2800,41530,2012,"43"
"25_9099","Education, Training, And Library Workers, All Other","",102180,41280,2012,"25"
"43_4061","Eligibility Interviewers, Government Programs","",130340,41060,2012,"43"
"53_7199","Material Moving Workers, All Other","",27260,41040,2012,"53"
"51_7032","Patternmakers, Wood","",770,41030,2012,"51"
"43_9111","Statistical Assistants","",14870,41010,2012,"43"
"47_2041","Carpet Installers","",25350,40930,2012,"47"
"21_1011","Substance Abuse And Behavioral Disorder Counselors","",80130,40920,2012,"21"
"41_1011","First-Line Supervisors Of Retail Sales Workers","",1214170,40910,2012,"41"
"45_4021","Fallers","",5150,40860,2012,"45"
"51_4041","Machinists","",388370,40860,2012,"51"
"19_4061","Social Science Research Assistants","",26370,40760,2012,"19"
"47_2231","Solar Photovoltaic Installers","",4710,40620,2012,"47"
"25_3021","Self-Enrichment Education Teachers","",179650,40360,2012,"25"
"53_3032","Heavy And Tractor-Trailer Truck Drivers","",1556510,40360,2012,"53"
"31_9011","Massage Therapists","",71040,40350,2012,"31"
"51_9012","Separating, Filtering, Clarifying, Precipitating, And Still Machine Setters, Operators, And Tenders","",41430,40340,2012,"51"
"47_2071","Paving, Surfacing, And Tamping Equipment Operators","",54460,40170,2012,"47"
"47_2022","Stonemasons","",11330,40120,2012,"47"
"27_3012","Public Address System And Other Announcers","",8120,40070,2012,"27"
"51_4051","Metal-Refining Furnace Operators And Tenders","",20520,40060,2012,"51"
"47_2151","Pipelayers","",43590,39970,2012,"47"
"47_2051","Cement Masons And Concrete Finishers","",135200,39870,2012,"47"
"33_3011","Bailiffs","",16240,39840,2012,"33"
"53_5011","Sailors And Marine Oilers","",31500,39760,2012,"53"
"43_9011","Computer Operators","",71560,39720,2012,"43"
"47_5099","Extraction Workers, All Other","",9250,39710,2012,"47"
"43_3099","Financial Clerks, All Other","",39290,39580,2012,"43"
"49_9064","Watch Repairers","",2670,39570,2012,"49"
"27_2031","Dancers","",11390,39561.6,2012,"27"
"49_9099","Installation, Maintenance, And Repair Workers, All Other","",128770,39410,2012,"49"
"29_2012","Medical And Clinical Laboratory Technicians","",157920,39340,2012,"29"
"51_9197","Tire Builders","",17360,39340,2012,"51"
"51_9081","Dental Laboratory Technicians","",36790,39320,2012,"51"
"49_9094","Locksmiths And Safe Repairers","",16190,39160,2012,"49"
"49_3023","Automotive Service Technicians And Mechanics","",596830,39060,2012,"49"
"43_9031","Desktop Publishers","",15960,39040,2012,"43"
"51_5111","Prepress Technicians And Workers","",41420,39020,2012,"51"
"43_3051","Payroll And Timekeeping Clerks","",172740,38880,2012,"43"
"51_9071","Jewelers And Precious Stone And Metal Workers","",22060,38840,2012,"51"
"47_2181","Roofers","",97650,38760,2012,"47"
"47_2142","Paperhangers","",3460,38630,2012,"47"
"11_1031","Legislators","",56760,38590,2012,"11"
"13_1074","Farm Labor Contractors","",1030,38590,2012,"13"
"47_2141","Painters, Construction And Maintenance","",184330,38590,2012,"47"
"49_9011","Mechanical Door Repairers","",15750,38590,2012,"49"
"53_5022","Motorboat Operators","",3040,38560,2012,"53"
"49_2011","Computer, Automated Teller, And Office Machine Repairers","",113480,38550,2012,"49"
"43_5041","Meter Readers, Utilities","",39530,38510,2012,"43"
"49_2092","Electric Motor, Power Tool, And Related Repairers","",19020,38470,2012,"49"
"53_3021","Bus Drivers, Transit And Intercity","",162840,38470,2012,"53"
"43_5032","Dispatchers, Except Police, Fire, And Ambulance","",184890,38450,2012,"43"
"47_2042","Floor Layers, Except Carpet, Wood, And Hard Tiles","",9980,38450,2012,"47"
"51_4121","Welders, Cutters, Solderers, And Brazers","",329710,38410,2012,"51"
"47_4799","Construction And Related Workers, All Other","",30770,38380,2012,"47"
"43_3061","Procurement Clerks","",69750,38340,2012,"43"
"43_4161","Human Resources Assistants, Except Payroll And Timekeeping","",139200,38340,2012,"43"
"39_1021","First-Line Supervisors Of Personal Service Workers","",141960,38300,2012,"39"
"51_9082","Medical Appliance Technicians","",12230,38200,2012,"51"
"51_4023","Rolling Machine Setters, Operators, And Tenders, Metal And Plastic","",36040,38160,2012,"51"
"43_5031","Police, Fire, And Ambulance Dispatchers","",95640,38010,2012,"43"
"41_0000","Sales And Related Occupations","major",13835090,37990,2012,"41"
"37_1011","First-Line Supervisors Of Housekeeping And Janitorial Workers","",170690,37830,2012,"37"
"43_4199","Information And Record Clerks, All Other","",178650,37750,2012,"43"
"51_2031","Engine And Other Machine Assemblers","",40750,37730,2012,"51"
"51_4034","Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",37920,37600,2012,"51"
"21_1094","Community Health Workers","",38020,37490,2012,"21"
"51_4035","Milling And Planing Machine Setters, Operators, And Tenders, Metal And Plastic","",22840,37460,2012,"51"
"21_1015","Rehabilitation Counselors","",104070,37330,2012,"21"
"43_9041","Insurance Claims And Policy Processing Clerks","",226260,37300,2012,"43"
"49_9031","Home Appliance Repairers","",34510,37270,2012,"49"
"51_2041","Structural Metal Fabricators And Fitters","",78340,37260,2012,"51"
"51_9061","Inspectors, Testers, Sorters, Samplers, And Weighers","",454010,37240,2012,"51"
"45_2021","Animal Breeders","",1460,37230,2012,"45"
"49_9071","Maintenance And Repair Workers, General","",1230270,37190,2012,"49"
"49_3051","Motorboat Mechanics And Service Technicians","",18380,37140,2012,"49"
"33_9093","Transportation Security Screeners","",47200,37130,2012,"33"
"51_9051","Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders","",20140,37080,2012,"51"
"19_4093","Forest And Conservation Technicians","",31720,37030,2012,"19"
"41_3041","Travel Agents","",64680,36970,2012,"41"
"43_4031","Court, Municipal, And License Clerks","",122710,36950,2012,"43"
"49_2097","Electronic Home Entertainment Equipment Installers And Repairers","",27050,36940,2012,"49"
"43_4021","Correspondence Clerks","",10150,36920,2012,"43"
"39_9031","Fitness Trainers And Aerobics Instructors","",234070,36900,2012,"39"
"45_3011","Fishers And Related Fishing Workers","",570,36900,2012,"45"
"33_3041","Parking Enforcement Workers","",9210,36810,2012,"33"
"51_4011","Computer-Controlled Machine Tool Operators, Metal And Plastic","",138870,36810,2012,"51"
"29_2071","Medical Records And Health Information Technicians","",182370,36770,2012,"29"
"27_2022","Coaches And Scouts","",201800,36680,2012,"27"
"43_3031","Bookkeeping, Accounting, And Auditing Clerks","",1606260,36640,2012,"43"
"19_4011","Agricultural And Food Science Technicians","",18280,36390,2012,"19"
"47_2131","Insulation Workers, Floor, Ceiling, And Wall","",22540,36390,2012,"47"
"27_4021","Photographers","",56140,36330,2012,"27"
"47_4051","Highway Maintenance Workers","",141180,36240,2012,"47"
"43_9022","Word Processors And Typists","",96560,36190,2012,"43"
"43_4131","Loan Interviewers And Clerks","",192010,36180,2012,"43"
"49_3092","Recreational Vehicle Service Technicians","",10970,36120,2012,"49"
"51_5112","Printing Press Operators","",173010,36090,2012,"51"
"39_7012","Travel Guides","",4210,36060,2012,"39"
"51_4122","Welding, Soldering, And Brazing Machine Setters, Operators, And Tenders","",49430,36060,2012,"51"
"51_4032","Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",20660,36020,2012,"51"
"47_4071","Septic Tank Servicers And Sewer Pipe Cleaners","",24020,35970,2012,"47"
"47_5071","Roustabouts, Oil And Gas","",59320,35800,2012,"47"
"51_4052","Pourers And Casters, Metal","",10620,35750,2012,"51"
"47_4091","Segmental Pavers","",1490,35740,2012,"47"
"43_4041","Credit Authorizers, Checkers, And Clerks","",51650,35680,2012,"43"
"49_3041","Farm Equipment Mechanics And Service Technicians","",34150,35680,2012,"49"
"51_9196","Paper Goods Machine Setters, Operators, And Tenders","",95690,35660,2012,"51"
"47_2043","Floor Sanders And Finishers","",4150,35640,2012,"47"
"29_2057","Ophthalmic Medical Technicians","",29170,35590,2012,"29"
"51_4194","Tool Grinders, Filers, And Sharpeners","",11950,35560,2012,"51"
"51_4191","Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic","",21760,35380,2012,"51"
"27_1012","Craft Artists","",4810,35240,2012,"27"
"53_7081","Refuse And Recyclable Material Collectors","",117670,35230,2012,"53"
"51_9023","Mixing And Blending Machine Setters, Operators, And Tenders","",117210,35200,2012,"51"
"43_9081","Proofreaders And Copy Markers","",11300,35110,2012,"43"
"31_9091","Dental Assistants","",300160,35080,2012,"31"
"51_4081","Multiple Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",85110,35060,2012,"51"
"29_2081","Opticians, Dispensing","",64930,35010,2012,"29"
"49_3052","Motorcycle Mechanics","",14950,34910,2012,"49"
"51_4022","Forging Machine Setters, Operators, And Tenders, Metal And Plastic","",22270,34830,2012,"51"
"51_9141","Semiconductor Processors","",21380,34780,2012,"51"
"43_2021","Telephone Operators","",10710,34670,2012,"43"
"31_9094","Medical Transcriptionists","",74810,34650,2012,"31"
"45_4029","Logging Workers, All Other","",2890,34650,2012,"45"
"43_3021","Billing And Posting Clerks","",490850,34540,2012,"43"
"51_0000","Production Occupations","major",8594170,34500,2012,"51"
"47_2061","Construction Laborers","",814470,34490,2012,"47"
"43_0000","Office And Administrative Support Occupations","major",21355350,34410,2012,"43"
"29_2041","Emergency Medical Technicians And Paramedics","",232860,34370,2012,"29"
"53_6099","Transportation Workers, All Other","",36190,34330,2012,"53"
"43_3011","Bill And Account Collectors","",385890,34320,2012,"43"
"51_4199","Metal Workers And Plastic Workers, All Other","",20620,34280,2012,"51"
"39_1012","Slot Supervisors","",7730,34200,2012,"39"
"45_4022","Logging Equipment Operators","",23240,34130,2012,"45"
"51_4021","Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic","",74490,34060,2012,"51"
"53_3033","Light Truck Or Delivery Services Drivers","",769010,33940,2012,"53"
"31_9099","Healthcare Support Workers, All Other","",103890,33880,2012,"31"
"47_5051","Rock Splitters, Quarry","",4490,33870,2012,"47"
"37_3013","Tree Trimmers And Pruners","",39750,33850,2012,"37"
"33_9099","Protective Service Workers, All Other","",81290,33680,2012,"33"
"47_5081","Helpers--Extraction Workers","",25840,33660,2012,"47"
"49_9063","Musical Instrument Repairers And Tuners","",7130,33620,2012,"49"
"49_2096","Electronic Equipment Installers And Repairers, Motor Vehicles","",12590,33600,2012,"49"
"53_0000","Transportation And Material Moving Occupations","major",8771690,33590,2012,"53"
"43_4181","Reservation And Transportation Ticket Agents And Travel Clerks","",135930,33580,2012,"43"
"49_3022","Automotive Glass Installers And Repairers","",14780,33580,2012,"49"
"43_6014","Secretaries And Administrative Assistants, Except Legal, Medical, And Executive","",2085680,33560,2012,"43"
"45_4023","Log Graders And Scalers","",2770,33540,2012,"45"
"41_9799","Sales And Related Workers, All Other","",127350,33510,2012,"41"
"33_9011","Animal Control Workers","",13890,33470,2012,"33"
"51_9021","Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders","",29320,33340,2012,"51"
"29_2053","Psychiatric Technicians","",67760,33140,2012,"29"
"43_4051","Customer Service Representatives","",2299750,33110,2012,"43"
"43_9199","Office And Administrative Support Workers, All Other","",225310,33070,2012,"43"
"51_4033","Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic","",69510,33070,2012,"51"
"25_1191","Graduate Teaching Assistants","",120160,33030,2012,"25"
"43_4141","New Accounts Clerks","",55320,32950,2012,"43"
"51_2023","Electromechanical Equipment Assemblers","",49990,32950,2012,"51"
"51_7011","Cabinetmakers And Bench Carpenters","",78140,32940,2012,"51"
"51_9041","Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders","",68080,32880,2012,"51"
"51_6091","Extruding And Forming Machine Setters, Operators, And Tenders, Synthetic And Glass Fibers","",17620,32750,2012,"51"
"49_9091","Coin, Vending, And Amusement Machine Servicers And Repairers","",36080,32700,2012,"49"
"43_6013","Medical Secretaries","",509640,32670,2012,"43"
"27_2023","Umpires, Referees, And Other Sports Officials","",15570,32600,2012,"27"
"47_4031","Fence Erectors","",21250,32410,2012,"47"
"51_9032","Cutting And Slicing Machine Setters, Operators, And Tenders","",56560,32340,2012,"51"
"25_4031","Library Technicians","",100230,32320,2012,"25"
"41_2022","Parts Salespersons","",218270,32320,2012,"41"
"31_9093","Medical Equipment Preparers","",50230,32260,2012,"31"
"37_2021","Pest Control Workers","",61380,32190,2012,"37"
"53_7051","Industrial Truck And Tractor Operators","",496570,32090,2012,"53"
"33_9031","Gaming Surveillance Officers And Gaming Investigators","",9150,32040,2012,"33"
"37_3012","Pesticide Handlers, Sprayers, And Applicators, Vegetation","",23650,32000,2012,"37"
"51_2021","Coil Winders, Tapers, And Finishers","",14300,32000,2012,"51"
"51_9121","Coating, Painting, And Spraying Machine Setters, Operators, And Tenders","",79970,31870,2012,"51"
"51_4193","Plating And Coating Machine Setters, Operators, And Tenders, Metal And Plastic","",34420,31830,2012,"51"
"35_1012","First-Line Supervisors Of Food Preparation And Serving Workers","",817600,31820,2012,"35"
"49_3053","Outdoor Power Equipment And Other Small Engine Mechanics","",27350,31820,2012,"49"
"51_9191","Adhesive Bonding Machine Operators And Tenders","",16800,31780,2012,"51"
"51_6093","Upholsterers","",27840,31750,2012,"51"
"51_7031","Model Makers, Wood","",1270,31740,2012,"51"
"39_5094","Skincare Specialists","",31810,31720,2012,"39"
"51_4071","Foundry Mold And Coremakers","",12510,31600,2012,"51"
"51_5113","Print Binding And Finishing Workers","",52960,31560,2012,"51"
"53_3099","Motor Vehicle Operators, All Other","",60050,31510,2012,"53"
"29_2056","Veterinary Technologists And Technicians","",83350,31470,2012,"29"
"53_7011","Conveyor Operators And Tenders","",39540,31360,2012,"53"
"43_4151","Order Clerks","",208800,31280,2012,"43"
"43_4111","Interviewers, Except Eligibility And Loan","",196660,31270,2012,"43"
"47_3011","Helpers--Brickmasons, Blockmasons, Stonemasons, And Tile And Marble Setters","",24310,31100,2012,"47"
"51_4031","Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic","",182570,31090,2012,"51"
"51_2022","Electrical And Electronic Equipment Assemblers","",197500,30970,2012,"51"
"31_9097","Phlebotomists","",100380,30910,2012,"31"
"21_1093","Social And Human Service Assistants","",351400,30880,2012,"21"
"51_9195","Molders, Shapers, And Casters, Except Metal And Plastic","",31010,30770,2012,"51"
"25_2011","Preschool Teachers, Except Special Education","",340350,30750,2012,"25"
"43_5071","Shipping, Receiving, And Traffic Clerks","",690780,30700,2012,"43"
"21_2099","Religious Workers, All Other","",8110,30650,2012,"21"
"37_3019","Grounds Maintenance Workers, All Other","",15300,30620,2012,"37"
"31_9092","Medical Assistants","",553140,30550,2012,"31"
"29_2052","Pharmacy Technicians","",353340,30430,2012,"29"
"51_4072","Molding, Coremaking, And Casting Machine Setters, Operators, And Tenders, Metal And Plastic","",124440,30400,2012,"51"
"51_9399","Production Workers, All Other","",218740,30380,2012,"51"
"39_2011","Animal Trainers","",11170,30340,2012,"39"
"51_9194","Etchers And Engravers","",8610,30230,2012,"51"
"49_9095","Manufactured Building And Mobile Home Installers","",3310,30160,2012,"49"
"51_7099","Woodworkers, All Other","",6940,30150,2012,"51"
"51_9193","Cooling And Freezing Equipment Operators And Tenders","",8130,30020,2012,"51"
"51_3021","Butchers And Meat Cutters","",134210,30000,2012,"51"
"51_2091","Fiberglass Laminators And Fabricators","",17580,29960,2012,"51"
"51_2092","Team Assemblers","",1006980,29910,2012,"51"
"51_7021","Furniture Finishers","",13740,29900,2012,"51"
"31_2012","Occupational Therapy Aides","",7950,29870,2012,"31"
"51_9083","Ophthalmic Laboratory Technicians","",29380,29850,2012,"51"
"43_5111","Weighers, Measurers, Checkers, And Samplers, Recordkeeping","",69870,29750,2012,"43"
"25_3098","Substitute Teachers","",619700,29590,2012,"25"
"43_9071","Office Machine Operators, Except Computer","",66820,29580,2012,"43"
"51_3091","Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders","",20350,29580,2012,"51"
"37_2019","Building Cleaning Workers, All Other","",13530,29390,2012,"37"
"39_6012","Concierges","",25880,29310,2012,"39"
"43_9061","Office Clerks, General","",2808100,29270,2012,"43"
"51_9123","Painting, Coating, And Decorating Workers","",16310,29270,2012,"51"
"51_9022","Grinding And Polishing Workers, Hand","",30470,29250,2012,"51"
"43_9021","Data Entry Keyers","",207280,29220,2012,"43"
"51_6052","Tailors, Dressmakers, And Custom Sewers","",24870,29170,2012,"51"
"53_3022","Bus Drivers, School Or Special Client","",489750,29150,2012,"53"
"45_2099","Agricultural Workers, All Other","",5610,29120,2012,"45"
"51_2093","Timing Device Assemblers And Adjusters","",1140,29080,2012,"51"
"51_2099","Assemblers And Fabricators, All Other","",270950,29070,2012,"51"
"51_6099","Textile, Apparel, And Furnishings Workers, All Other","",14080,28970,2012,"51"
"27_1026","Merchandise Displayers And Window Trimmers","",73490,28860,2012,"27"
"47_3013","Helpers--Electricians","",59610,28840,2012,"47"
"29_2051","Dietetic Technicians","",24660,28680,2012,"29"
"53_7063","Machine Feeders And Offbearers","",105790,28680,2012,"53"
"45_4011","Forest And Conservation Workers","",7910,28600,2012,"45"
"49_9093","Fabric Menders, Except Garment","",770,28540,2012,"49"
"47_3015","Helpers--Pipelayers, Plumbers, Pipefitters, And Steamfitters","",46510,28380,2012,"47"
"51_3092","Food Batchmakers","",100520,28340,2012,"51"
"51_9192","Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders","",16050,28280,2012,"51"
"41_9011","Demonstrators And Product Promoters","",73170,28180,2012,"41"
"51_9111","Packaging And Filling Machine Operators And Tenders","",367700,28160,2012,"51"
"43_9051","Mail Clerks And Mail Machine Operators, Except Postal Service","",102410,28140,2012,"43"
"51_7042","Woodworking Machine Setters, Operators, And Tenders, Except Sawing","",61110,28100,2012,"51"
"51_3093","Food Cooking Machine Operators And Tenders","",33250,28090,2012,"51"
"43_4071","File Clerks","",158580,28030,2012,"43"
"35_2013","Cooks, Private Household","",540,27840,2012,"35"
"31_0000","Healthcare Support Occupations","major",3915460,27780,2012,"31"
"53_3031","Driver/Sales Workers","",394110,27730,2012,"53"
"39_5011","Barbers","",12590,27520,2012,"39"
"51_7041","Sawing Machine Setters, Operators, And Tenders, Wood","",38720,27520,2012,"51"
"47_3019","Helpers, Construction Trades, All Other","",20980,27420,2012,"47"
"39_3099","Entertainment Attendants And Related Workers, All Other","",10890,27400,2012,"39"
"45_2091","Agricultural Equipment Operators","",22820,27390,2012,"45"
"33_9032","Security Guards","",1046420,27240,2012,"33"
"47_3012","Helpers--Carpenters","",35870,27230,2012,"47"
"43_4171","Receptionists And Information Clerks","",966150,27050,2012,"43"
"43_5021","Couriers And Messengers","",76830,27020,2012,"43"
"51_6063","Textile Knitting And Weaving Machine Setters, Operators, And Tenders","",21110,26950,2012,"51"
"41_2021","Counter And Rental Clerks","",432650,26900,2012,"41"
"43_2011","Switchboard Operators, Including Answering Service","",125490,26860,2012,"43"
"39_5012","Hairdressers, Hairstylists, And Cosmetologists","",355910,26790,2012,"39"
"49_9098","Helpers--Installation, Maintenance, And Repair Workers","",124370,26780,2012,"49"
"31_1013","Psychiatric Aides","",77880,26680,2012,"31"
"51_9031","Cutters And Trimmers, Hand","",13740,26650,2012,"51"
"39_3019","Gaming Service Workers, All Other","",12850,26500,2012,"39"
"39_9041","Residential Advisors","",83760,26470,2012,"39"
"53_7062","Laborers And Freight, Stock, And Material Movers, Hand","",2143940,26410,2012,"53"
"41_9091","Door-to-Door Sales Workers, News And Street Vendors, And Related Workers","",6650,26380,2012,"41"
"47_3014","Helpers--Painters, Paperhangers, Plasterers, And Stucco Masons","",10980,26360,2012,"47"
"39_7011","Tour Guides And Escorts","",31270,26280,2012,"39"
"33_9091","Crossing Guards","",70390,26160,2012,"33"
"51_9151","Photographic Process Workers And Processing Machine Operators","",45760,26140,2012,"51"
"41_9012","Models","",4330,26110,2012,"41"
"43_3041","Gaming Cage Workers","",18230,26070,2012,"43"
"51_6041","Shoe And Leather Workers And Repairers","",5750,26050,2012,"51"
"51_6064","Textile Winding, Twisting, And Drawing Out Machine Setters, Operators, And Tenders","",27440,26010,2012,"51"
"37_3011","Landscaping And Groundskeeping Workers","",830640,25870,2012,"37"
"43_3071","Tellers","",541770,25790,2012,"43"
"41_2012","Gaming Change Persons And Booth Cashiers","",21970,25740,2012,"41"
"31_1015","Orderlies","",53920,25700,2012,"31"
"43_4121","Library Assistants, Clerical","",104030,25680,2012,"43"
"37_0000","Building And Grounds Cleaning And Maintenance Occupations","major",4246260,25670,2012,"37"
"31_1014","Nursing Assistants","",1420020,25620,2012,"31"
"51_6042","Shoe Machine Operators And Tenders","",3420,25600,2012,"51"
"41_9041","Telemarketers","",245550,25570,2012,"41"
